node_id,in_degree,out_degree,total_degree
9408097,4,5,9
9408098,22,8,30
9408099,1006,7,1013
9408100,3,1,4
9408101,3,7,10
9408103,8,3,11
9408104,13,10,23
9408105,1,0,1
9408107,1,0,1
9408108,1,2,3
9408109,12,2,14
9408110,0,1,1
9408111,0,1,1
9408112,1,16,17
9408113,38,7,45
9408114,3,1,4
9408115,9,12,21
9408116,4,7,11
9408117,1,0,1
9408119,5,7,12
9408120,9,0,9
9408121,4,5,9
9408122,5,0,5
9408123,0,1,1
9408126,1,0,1
9408127,7,8,15
9408128,3,4,7
9408129,2,10,12
9408130,0,6,6
9408131,0,5,5
9408132,8,0,8
9408133,13,4,17
9408134,18,0,18
9408135,7,6,13
9408136,13,5,18
9408137,1,10,11
9408138,1,1,2
9408139,0,2,2
9408140,0,7,7
9408141,5,0,5
9408142,0,5,5
9408143,0,1,1
9408144,1,7,8
9408145,1,0,1
9408146,14,1,15
9408148,3,1,4
9408149,12,3,15
9408150,1,1,2
9408152,1,0,1
9408153,0,1,1
9408154,0,1,1
9408155,107,1,108
9408156,7,0,7
9408157,0,1,1
9408158,24,10,34
9408160,2,5,7
9408163,4,0,4
9408164,32,2,34
9408165,1,1,2
9408167,11,1,12
9408168,1,0,1
9408169,6,5,11
9408170,0,2,2
9408171,0,6,6
9408173,5,3,8
9408174,0,1,1
9408176,14,2,16
9408178,5,4,9
9408179,0,8,8
9409001,10,0,10
9409002,0,2,2
9409003,1,0,1
9409004,6,2,8
9409005,2,1,3
9409006,4,0,4
9409007,0,3,3
9409008,0,1,1
9409009,10,14,24
9409011,27,6,33
9409013,3,2,5
9409014,2,4,6
9409015,12,4,16
9409016,10,8,18
9409017,0,4,4
9409018,2,0,2
9409019,38,2,40
9409020,6,5,11
9409021,101,14,115
9409023,12,0,12
9409024,3,1,4
9409025,10,2,12
9409027,1,2,3
9409029,3,0,3
9409030,11,6,17
9409031,1,6,7
9409032,0,2,2
9409035,12,10,22
9409036,2,0,2
9409037,17,2,19
9409038,1,1,2
9409039,1,16,17
9409040,0,4,4
9409041,14,2,16
9409042,2,0,2
9409043,14,0,14
9409044,7,0,7
9409045,0,1,1
9409046,3,8,11
9409047,4,1,5
9409048,3,5,8
9409049,1,0,1
9409052,1,0,1
9409056,0,5,5
9409057,0,5,5
9409058,4,3,7
9409059,0,3,3
9409060,17,13,30
9409061,0,6,6
9409062,7,3,10
9409063,0,3,3
9409064,26,14,40
9409066,2,6,8
9409067,1,0,1
9409068,13,4,17
9409069,6,17,23
9409072,1,8,9
9409073,0,1,1
9409074,1,5,6
9409076,15,20,35
9409077,0,1,1
9409078,1,0,1
9409079,0,19,19
9409080,8,0,8
9409081,1,10,11
9409083,1,0,1
9409084,1,0,1
9409085,11,0,11
9409087,1,1,2
9409088,11,2,13
9409089,427,3,430
9409090,0,3,3
9409092,0,1,1
9409093,11,6,17
9409095,0,19,19
9409096,10,1,11
9409097,2,2,4
9409098,31,21,52
9409099,3,10,13
9409100,0,4,4
9409101,6,7,13
9409104,8,5,13
9409106,2,2,4
9409107,6,2,8
9409108,17,4,21
9409109,2,0,2
9409110,22,10,32
9409111,57,0,57
9409113,46,3,49
9409115,1,0,1
9409116,8,1,9
9409117,4,0,4
9409118,0,2,2
9409119,19,11,30
9409121,0,3,3
9409122,3,6,9
9409123,0,2,2
9409124,2,5,7
9409125,0,4,4
9409126,1,7,8
9409127,0,4,4
9409128,2,6,8
9409130,7,6,13
9409132,0,3,3
9409133,7,2,9
9409134,22,1,23
9409135,3,0,3
9409136,0,3,3
9409137,3,5,8
9409138,17,7,24
9409139,27,3,30
9409140,0,3,3
9409141,4,1,5
9409142,6,5,11
9409143,1,0,1
9409145,2,2,4
9409146,0,1,1
9409148,2,0,2
9409149,1,1,2
9409150,0,3,3
9409151,8,0,8
9409152,9,1,10
9409153,3,5,8
9409155,0,2,2
9409156,0,2,2
9409157,0,10,10
9409158,16,5,21
9409160,5,4,9
9409161,1,1,2
9409163,0,4,4
9409164,5,5,10
9409165,7,2,9
9409166,2,9,11
9409167,5,2,7
9409168,11,7,18
9409169,11,4,15
9409170,3,5,8
9409171,1,0,1
9409172,1,5,6
9409173,1,0,1
9409174,0,1,1
9409175,0,3,3
9409176,8,3,11
9409177,2,5,7
9409178,1,0,1
9409179,12,23,35
9409180,4,4,8
9409182,2,0,2
9409183,23,3,26
9409184,1,1,2
9409185,11,3,14
9409186,3,11,14
9409187,12,0,12
9409188,87,2,89
9409189,1,4,5
9409190,5,6,11
9409191,0,2,2
9409193,4,3,7
9409194,1,0,1
9409195,5,0,5
9409198,2,2,4
9409199,4,1,5
9409200,0,8,8
9410001,0,2,2
9410003,5,4,9
9410004,2,10,12
9410005,8,15,23
9410006,0,3,3
9410007,1,1,2
9410008,4,20,24
9410010,13,7,20
9410011,4,3,7
9410012,1,7,8
9410013,2,9,11
9410014,5,6,11
9410015,4,3,7
9410016,7,7,14
9410018,0,3,3
9410019,3,0,3
9410021,0,4,4
9410023,6,1,7
9410024,5,0,5
9410025,2,0,2
9410026,14,3,17
9410027,4,0,4
9410028,0,2,2
9410029,12,0,12
9410030,0,3,3
9410031,3,1,4
9410032,5,0,5
9410033,5,3,8
9410034,10,8,18
9410035,8,2,10
9410037,1,0,1
9410038,3,0,3
9410039,0,2,2
9410041,26,12,38
9410042,13,4,17
9410044,0,2,2
9410045,1,2,3
9410046,22,15,37
9410047,4,1,5
9410048,4,0,4
9410049,4,0,4
9410050,16,2,18
9410051,1,10,11
9410052,41,2,43
9410053,3,9,12
9410054,32,8,40
9410056,20,7,27
9410057,6,1,7
9410058,3,0,3
9410059,3,0,3
9410060,2,0,2
9410061,2,0,2
9410062,2,0,2
9410063,4,4,8
9410064,15,1,16
9410065,9,7,16
9410066,1,0,1
9410067,20,0,20
9410068,5,5,10
9410069,1,4,5
9410070,1,0,1
9410071,1,1,2
9410072,3,0,3
9410073,150,6,156
9410074,9,4,13
9410075,0,1,1
9410076,1,2,3
9410077,1,0,1
9410078,4,1,5
9410079,3,1,4
9410082,3,2,5
9410084,11,6,17
9410085,5,1,6
9410086,0,6,6
9410087,3,8,11
9410088,2,8,10
9410089,1,0,1
9410090,1,3,4
9410091,7,0,7
9410092,1,0,1
9410093,23,5,28
9410094,2,0,2
9410095,8,0,8
9410096,1,2,3
9410097,0,2,2
9410098,5,2,7
9410099,2,8,10
9410101,1,4,5
9410102,0,1,1
9410103,38,0,38
9410104,59,9,68
9410105,9,6,15
9410107,1,1,2
9410108,1,2,3
9410109,1,8,9
9410110,2,0,2
9410111,0,1,1
9410112,2,0,2
9410113,3,2,5
9410114,13,3,16
9410115,5,0,5
9410116,0,3,3
9410117,11,6,17
9410120,0,1,1
9410121,1,3,4
9410122,2,0,2
9410123,5,0,5
9410124,0,5,5
9410126,11,1,12
9410127,0,1,1
9410130,2,0,2
9410131,1,0,1
9410132,11,6,17
9410133,1,0,1
9410134,10,0,10
9410135,1,3,4
9410136,33,6,39
9410137,2,2,4
9410138,67,6,73
9410139,0,1,1
9410140,20,5,25
9410141,30,1,31
9410142,10,13,23
9410143,9,4,13
9410144,1,0,1
9410145,1,1,2
9410146,2,2,4
9410147,6,6,12
9410148,0,5,5
9410149,7,1,8
9410150,3,0,3
9410152,18,7,25
9410154,0,2,2
9410155,0,2,2
9410156,0,11,11
9410157,2,9,11
9410158,4,12,16
9410159,0,1,1
9410161,0,1,1
9410162,11,8,19
9410163,2,1,3
9410164,7,6,13
9410165,1,8,9
9410166,1,2,3
9410167,748,25,773
9410170,0,6,6
9410171,0,4,4
9410173,4,2,6
9410174,12,10,22
9410177,2,0,2
9410178,2,1,3
9410179,2,1,3
9410180,9,1,10
9410182,0,2,2
9410183,1,3,4
9410184,5,4,9
9410186,1,1,2
9410187,8,14,22
9410188,3,0,3
9410190,6,1,7
9410191,3,5,8
9410193,1,3,4
9410194,1,1,2
9410195,2,2,4
9410196,0,7,7
9410197,2,0,2
9410198,0,1,1
9410199,4,1,5
9410200,2,1,3
9410201,5,5,10
9410202,7,2,9
9410203,10,9,19
9410204,0,2,2
9410205,12,5,17
9410206,34,6,40
9410207,0,5,5
9410208,1,1,2
9410209,18,3,21
9410210,3,6,9
9410212,31,6,37
9410213,1,0,1
9410214,4,3,7
9410215,18,5,23
9410216,1,3,4
9410217,14,5,19
9410219,18,3,21
9410221,4,0,4
9410222,0,3,3
9410223,14,1,15
9410224,0,6,6
9410225,1,2,3
9410226,1,1,2
9410228,4,24,28
9410230,40,15,55
9410231,2,0,2
9410232,0,2,2
9410233,2,6,8
9410235,3,9,12
9410236,4,0,4
9410237,91,18,109
9410238,3,3,6
9410239,1,2,3
9410240,0,1,1
9410241,8,12,20
9410242,0,2,2
9410243,1,2,3
9411001,2,0,2
9411002,2,0,2
9411003,13,3,16
9411004,23,3,26
9411005,3,4,7
9411006,0,5,5
9411007,2,2,4
9411008,3,1,4
9411009,11,11,22
9411011,1,1,2
9411012,13,0,13
9411013,4,6,10
9411014,0,7,7
9411015,9,2,11
9411016,7,2,9
9411017,1,5,6
9411018,6,1,7
9411019,9,0,9
9411020,12,46,58
9411021,50,7,57
9411022,2,11,13
9411023,1,2,3
9411024,4,5,9
9411025,31,3,34
9411027,5,2,7
9411028,63,47,110
9411029,6,2,8
9411030,4,2,6
9411031,2,1,3
9411033,2,2,4
9411034,0,1,1
9411035,1,1,2
9411036,0,2,2
9411037,2,3,5
9411038,0,6,6
9411039,2,12,14
9411040,2,1,3
9411041,3,3,6
9411042,1,0,1
9411043,1,1,2
9411045,6,1,7
9411046,0,7,7
9411047,23,6,29
9411048,314,2,316
9411049,12,10,22
9411051,11,6,17
9411053,12,16,28
9411054,12,1,13
9411055,8,10,18
9411056,0,7,7
9411057,268,2,270
9411058,5,1,6
9411059,0,3,3
9411060,0,1,1
9411061,7,4,11
9411062,13,5,18
9411063,4,2,6
9411064,1,0,1
9411065,2,0,2
9411066,6,0,6
9411067,1,1,2
9411068,12,3,15
9411069,1,2,3
9411071,0,2,2
9411075,0,5,5
9411076,3,7,10
9411077,12,2,14
9411078,4,12,16
9411080,10,2,12
9411081,2,5,7
9411082,1,8,9
9411085,14,10,24
9411087,1,6,7
9411088,1,0,1
9411089,2,1,3
9411090,5,0,5
9411091,9,1,10
9411092,4,0,4
9411093,11,9,20
9411095,3,21,24
9411096,10,1,11
9411097,0,7,7
9411098,0,1,1
9411099,51,20,71
9411100,11,1,12
9411101,16,2,18
9411102,121,6,127
9411103,1,3,4
9411104,17,0,17
9411105,2,7,9
9411107,0,6,6
9411109,6,0,6
9411111,1,1,2
9411112,29,11,40
9411115,4,1,5
9411116,7,4,11
9411118,4,1,5
9411119,5,3,8
9411120,1,0,1
9411121,2,9,11
9411122,53,2,55
9411123,0,5,5
9411124,5,5,10
9411125,10,5,15
9411127,3,1,4
9411128,12,3,15
9411129,7,1,8
9411131,1,11,12
9411132,2,0,2
9411133,0,6,6
9411134,9,2,11
9411135,10,4,14
9411136,8,2,10
9411137,4,1,5
9411138,2,3,5
9411139,2,0,2
9411140,3,0,3
9411141,4,1,5
9411142,3,3,6
9411143,3,5,8
9411146,2,2,4
9411147,0,1,1
9411149,411,11,422
9411150,4,3,7
9411151,1,2,3
9411152,4,4,8
9411153,2,17,19
9411154,6,3,9
9411155,1,0,1
9411156,4,14,18
9411158,0,1,1
9411159,0,2,2
9411160,16,2,18
9411161,0,1,1
9411162,0,1,1
9411163,29,8,37
9411164,7,6,13
9411165,1,3,4
9411166,5,6,11
9411168,11,5,16
9411170,9,10,19
9411174,1,0,1
9411175,6,0,6
9411176,17,20,37
9411177,15,1,16
9411178,30,17,47
9411179,9,21,30
9411180,6,1,7
9411181,0,2,2
9411182,2,1,3
9411183,1,8,9
9411184,3,8,11
9411185,1,4,5
9411186,0,5,5
9411187,118,28,146
9411188,8,3,11
9411189,1,1,2
9411190,5,6,11
9411191,1,0,1
9411192,0,5,5
9411193,0,2,2
9411194,1,0,1
9411195,8,20,28
9411196,0,1,1
9411197,0,2,2
9411198,27,17,44
9411199,0,3,3
9411200,1,6,7
9411201,13,3,16
9411202,14,5,19
9411203,6,7,13
9411204,5,4,9
9411205,29,11,40
9411206,0,3,3
9411207,0,3,3
9411209,1,6,7
9411210,68,62,130
9411213,0,4,4
9411214,1,4,5
9411215,0,2,2
9411216,3,2,5
9411217,1,6,7
9411218,5,3,8
9411219,14,0,14
9411220,0,4,4
9411221,2,9,11
9411222,0,1,1
9411223,6,10,16
9411224,13,1,14
9411225,1,0,1
9411226,5,1,6
9411227,3,3,6
9411228,8,0,8
9411229,9,2,11
9411230,2,1,3
9411231,8,0,8
9411232,4,10,14
9411234,31,2,33
9411235,18,4,22
9411236,1,1,2
9411237,0,3,3
9411238,14,4,18
9411239,2,0,2
9411240,0,1,1
9411241,0,3,3
9411242,19,5,24
9412001,4,0,4
9412002,11,2,13
9412003,3,8,11
9412004,1,1,2
9412005,0,2,2
9412006,6,9,15
9412007,1,0,1
9412009,2,1,3
9412010,2,3,5
9412012,6,1,7
9412013,0,3,3
9412014,5,5,10
9412016,0,2,2
9412017,5,2,7
9412018,16,3,19
9412019,3,1,4
9412020,26,4,30
9412022,5,2,7
9412023,2,5,7
9412024,1,2,3
9412025,0,1,1
9412026,1,3,4
9412027,12,10,22
9412029,0,5,5
9412030,20,19,39
9412031,1,0,1
9412032,5,1,6
9412033,5,12,17
9412035,0,8,8
9412036,1,1,2
9412038,1,0,1
9412039,2,1,3
9412040,3,1,4
9412041,0,2,2
9412042,2,3,5
9412043,0,7,7
9412044,0,14,14
9412049,1,0,1
9412050,4,0,4
9412051,1,5,6
9412052,2,2,4
9412053,1,10,11
9412054,5,9,14
9412055,4,1,5
9412056,2,0,2
9412057,0,1,1
9412058,3,2,5
9412059,16,2,18
9412060,0,5,5
9412061,8,7,15
9412062,23,4,27
9412063,0,1,1
9412064,8,7,15
9412065,1,8,9
9412067,0,2,2
9412068,1,0,1
9412069,1,5,6
9412070,0,4,4
9412071,2,3,5
9412072,12,0,12
9412073,17,3,20
9412074,10,14,24
9412075,4,3,7
9412076,6,6,12
9412077,2,9,11
9412078,9,10,19
9412079,6,5,11
9412080,1,5,6
9412081,14,1,15
9412082,0,1,1
9412083,2,2,4
9412084,10,3,13
9412086,1,7,8
9412087,0,3,3
9412088,2,0,2
9412091,1,2,3
9412092,18,5,23
9412093,2,0,2
9412094,1,0,1
9412095,7,2,9
9412096,0,2,2
9412097,1,0,1
9412098,0,1,1
9412099,0,2,2
9412100,2,0,2
9412102,1,0,1
9412103,1,1,2
9412104,8,0,8
9412105,0,1,1
9412106,3,6,9
9412107,0,2,2
9412108,28,17,45
9412109,1,0,1
9412110,3,6,9
9412112,0,8,8
9412113,30,5,35
9412114,8,4,12
9412115,6,14,20
9412116,1,1,2
9412117,23,14,37
9412118,0,4,4
9412119,7,4,11
9412120,7,5,12
9412121,0,1,1
9412123,0,2,2
9412124,3,1,4
9412125,7,1,8
9412126,0,3,3
9412127,18,14,32
9412128,15,9,24
9412129,3,2,5
9412130,4,0,4
9412131,6,32,38
9412132,13,3,16
9412133,17,0,17
9412134,1,0,1
9412135,0,9,9
9412136,19,1,20
9412137,0,1,1
9412138,24,25,49
9412139,4,1,5
9412140,10,0,10
9412141,4,7,11
9412142,3,1,4
9412143,14,1,15
9412144,14,9,23
9412145,2,3,5
9412146,5,1,6
9412147,42,0,42
9412148,1,0,1
9412149,5,4,9
9412150,0,4,4
9412151,0,2,2
9412152,3,5,8
9412153,2,4,6
9412154,17,12,29
9412155,2,8,10
9412156,1,0,1
9412157,6,4,10
9412158,48,3,51
9412159,5,22,27
9412160,1,7,8
9412161,15,6,21
9412162,14,16,30
9412163,4,3,7
9412164,3,2,5
9412165,15,0,15
9412166,8,9,17
9412167,39,3,42
9412168,0,6,6
9412169,5,7,12
9412170,7,3,10
9412171,3,2,5
9412172,0,1,1
9412174,3,5,8
9412175,4,1,5
9412176,5,12,17
9412177,3,1,4
9412178,1,0,1
9412179,17,1,18
9412180,6,6,12
9412181,4,2,6
9412182,4,0,4
9412183,0,1,1
9412184,426,36,462
9412185,20,2,22
9412186,0,1,1
9412187,5,17,22
9412188,6,2,8
9412189,0,19,19
9412190,0,1,1
9412191,0,4,4
9412192,4,6,10
9412193,2,0,2
9412194,1,2,3
9412195,46,4,50
9412196,8,9,17
9412197,0,1,1
9412198,7,7,14
9412199,4,9,13
9412200,26,23,49
9412202,2,3,5
9412203,26,7,33
9412204,5,1,6
9412205,4,0,4
9412206,1,4,5
9412207,1,4,5
9412208,11,1,12
9412209,47,18,65
9412210,7,0,7
9412211,1,1,2
9412212,6,6,12
9412213,30,25,55
9412215,0,4,4
9412217,1,1,2
9412218,5,4,9
9412219,0,1,1
9412220,5,3,8
9412221,1,5,6
9412222,8,4,12
9412224,3,34,37
9412226,5,2,7
9412227,2,7,9
9412228,110,53,163
9412229,61,6,67
9412230,1,0,1
9412232,3,5,8
9412233,5,0,5
9412234,1,0,1
9412235,1,10,11
9412236,63,19,82
9412237,5,7,12
9412239,4,2,6
9412240,1,0,1
9412241,1,4,5
9412242,5,11,16
9412244,1,2,3
9501001,1,0,1
9501002,2,4,6
9501003,4,4,8
9501004,21,6,27
9501005,4,27,31
9501006,2,2,4
9501007,3,2,5
9501008,0,1,1
9501009,3,1,4
9501010,1,1,2
9501011,0,7,7
9501012,11,1,12
9501013,2,0,2
9501015,3,24,27
9501016,18,0,18
9501017,11,1,12
9501018,6,15,21
9501019,2,10,12
9501020,67,17,84
9501021,2,2,4
9501022,36,4,40
9501023,1,2,3
9501024,25,6,31
9501025,1,0,1
9501026,5,1,6
9501028,8,5,13
9501029,13,13,26
9501030,126,27,153
9501031,3,2,5
9501033,1,4,5
9501035,2,1,3
9501036,3,7,10
9501037,6,15,21
9501038,3,17,20
9501039,3,6,9
9501040,4,2,6
9501041,3,0,3
9501042,7,3,10
9501043,8,4,12
9501044,2,0,2
9501045,2,14,16
9501046,0,1,1
9501048,3,1,4
9501049,25,3,28
9501050,5,3,8
9501051,0,7,7
9501052,13,0,13
9501053,19,2,21
9501055,14,5,19
9501056,14,5,19
9501057,20,11,31
9501058,11,14,25
9501059,20,4,24
9501060,0,5,5
9501061,8,2,10
9501062,5,3,8
9501063,13,0,13
9501064,4,0,4
9501065,33,6,39
9501066,39,7,46
9501067,5,8,13
9501068,385,6,391
9501069,14,2,16
9501070,2,15,17
9501071,49,47,96
9501072,2,5,7
9501073,8,3,11
9501074,0,4,4
9501075,33,26,59
9501076,0,7,7
9501077,26,1,27
9501078,3,9,12
9501079,2,1,3
9501080,5,4,9
9501081,6,0,6
9501082,0,5,5
9501083,15,2,17
9501084,1,4,5
9501085,6,0,6
9501086,0,1,1
9501087,1,0,1
9501088,6,4,10
9501089,2,0,2
9501090,3,25,28
9501091,1,8,9
9501092,8,4,12
9501093,7,2,9
9501094,1,2,3
9501095,2,1,3
9501096,52,6,58
9501097,5,0,5
9501098,49,9,58
9501099,5,18,23
9501100,3,1,4
9501101,20,8,28
9501102,4,4,8
9501103,3,0,3
9501104,1,0,1
9501105,20,4,24
9501106,7,3,10
9501107,6,1,7
9501108,1,1,2
9501109,0,12,12
9501111,19,7,26
9501113,77,18,95
9501116,1,4,5
9501118,1,0,1
9501119,2,2,4
9501120,2,5,7
9501121,2,7,9
9501122,4,0,4
9501123,3,1,4
9501124,22,1,23
9501125,1,6,7
9501126,0,6,6
9501127,25,15,40
9501128,1,2,3
9501129,0,2,2
9501130,2,1,3
9501131,13,6,19
9501133,1,0,1
9501134,7,24,31
9501135,9,4,13
9501136,20,14,34
9501137,16,1,17
9501138,1,3,4
9501139,0,1,1
9501140,5,4,9
9501141,7,1,8
9501142,27,3,30
9501143,5,4,9
9501144,45,32,77
9501145,9,2,11
9502001,22,11,33
9502002,17,0,17
9502005,0,1,1
9502006,14,8,22
9502007,19,11,30
9502008,4,0,4
9502009,29,2,31
9502010,29,3,32
9502011,23,8,31
9502012,19,12,31
9502013,19,11,30
9502014,9,2,11
9502015,12,8,20
9502016,5,0,5
9502017,1,4,5
9502018,7,4,11
9502019,2,2,4
9502020,0,2,2
9502021,20,10,30
9502023,0,4,4
9502024,10,3,13
9502025,25,1,26
9502026,0,3,3
9502027,0,1,1
9502029,8,22,30
9502030,22,3,25
9502031,37,12,49
9502032,11,4,15
9502033,8,8,16
9502036,2,5,7
9502037,0,6,6
9502038,38,18,56
9502039,0,4,4
9502040,1,0,1
9502041,3,1,4
9502042,12,1,13
9502043,0,2,2
9502044,3,0,3
9502045,16,4,20
9502046,1,0,1
9502047,3,2,5
9502048,2,0,2
9502049,5,0,5
9502050,0,14,14
9502051,2,2,4
9502052,1,2,3
9502053,6,9,15
9502054,4,11,15
9502055,1,0,1
9502056,1,0,1
9502057,33,20,53
9502058,1,8,9
9502059,0,10,10
9502060,12,4,16
9502062,0,5,5
9502063,1,1,2
9502064,0,2,2
9502065,42,22,64
9502066,25,1,26
9502067,2,1,3
9502068,1,1,2
9502069,12,4,16
9502070,13,7,20
9502071,1,7,8
9502072,151,23,174
9502073,6,6,12
9502074,27,7,34
9502075,5,0,5
9502076,1,1,2
9502077,68,24,92
9502078,2,9,11
9502079,2,2,4
9502080,2,5,7
9502081,5,4,9
9502082,3,3,6
9502083,8,2,10
9502084,1,13,14
9502085,1,1,2
9502086,0,3,3
9502087,2,2,4
9502088,5,1,6
9502089,2,8,10
9502090,0,5,5
9502091,22,23,45
9502092,10,4,14
9502093,0,2,2
9502094,8,6,14
9502096,28,7,35
9502097,6,0,6
9502098,26,19,45
9502099,12,7,19
9502100,11,8,19
9502101,3,3,6
9502102,9,1,10
9502104,1,10,11
9502105,1,7,8
9502106,9,5,14
9502107,35,1,36
9502108,4,11,15
9502109,8,5,13
9502110,18,4,22
9502111,8,4,12
9502112,0,1,1
9502113,18,7,25
9502114,8,4,12
9502115,5,11,16
9502116,4,2,6
9502117,3,4,7
9502118,6,7,13
9502119,6,10,16
9502120,12,6,18
9502121,3,4,7
9502122,66,19,85
9502123,0,3,3
9502124,6,3,9
9502125,26,3,29
9502126,18,8,26
9502127,2,6,8
9502128,3,0,3
9502129,5,6,11
9502130,4,3,7
9502131,1,5,6
9502132,20,6,26
9502133,4,0,4
9502134,1,2,3
9502135,3,0,3
9502136,2,8,10
9502137,8,4,12
9502138,4,2,6
9502140,16,5,21
9502141,48,13,61
9502142,1,1,2
9502143,6,9,15
9502144,7,5,12
9502145,7,0,7
9502146,2,1,3
9502147,1,11,12
9502148,1,0,1
9502149,5,2,7
9502150,0,12,12
9502151,1,0,1
9502152,4,1,5
9502153,0,1,1
9502154,0,4,4
9502155,11,9,20
9502156,18,3,21
9502157,5,0,5
9502159,0,4,4
9502160,1,6,7
9502161,4,1,5
9502162,9,0,9
9502165,4,0,4
9503001,8,1,9
9503002,32,30,62
9503003,3,0,3
9503005,29,4,33
9503008,0,1,1
9503009,3,3,6
9503010,3,0,3
9503011,2,3,5
9503012,17,1,18
9503013,0,6,6
9503014,10,6,16
9503015,2,0,2
9503016,35,16,51
9503017,14,22,36
9503019,7,7,14
9503020,5,21,26
9503021,6,8,14
9503022,8,11,19
9503023,64,1,65
9503024,5,0,5
9503025,2,2,4
9503026,0,1,1
9503027,6,41,47
9503028,4,5,9
9503029,14,8,22
9503030,108,14,122
9503031,0,3,3
9503032,10,1,11
9503033,6,23,29
9503034,9,4,13
9503036,3,12,15
9503037,1,4,5
9503038,1,9,10
9503039,0,3,3
9503040,7,2,9
9503041,12,6,18
9503042,7,16,23
9503043,15,9,24
9503044,2,5,7
9503045,38,15,53
9503046,14,0,14
9503047,0,14,14
9503048,0,17,17
9503049,0,4,4
9503051,2,1,3
9503052,1,2,3
9503053,4,3,7
9503055,10,1,11
9503056,2,0,2
9503057,43,32,75
9503058,2,1,3
9503060,8,3,11
9503061,9,2,11
9503062,5,2,7
9503063,3,5,8
9503064,6,1,7
9503065,1,8,9
9503066,0,3,3
9503067,0,4,4
9503068,3,1,4
9503069,7,3,10
9503070,11,8,19
9503071,5,1,6
9503072,17,0,17
9503074,3,1,4
9503075,3,0,3
9503077,9,0,9
9503078,26,14,40
9503079,13,13,26
9503080,4,0,4
9503082,22,9,31
9503083,17,12,29
9503084,2,9,11
9503086,89,6,95
9503087,3,1,4
9503088,22,4,26
9503089,9,2,11
9503090,3,0,3
9503091,2,3,5
9503092,3,6,9
9503093,27,0,27
9503094,8,3,11
9503095,12,3,15
9503096,1,1,2
9503097,10,2,12
9503098,3,1,4
9503099,75,3,78
9503100,1,1,2
9503101,7,1,8
9503102,2,0,2
9503103,1,5,6
9503104,5,27,32
9503105,17,12,29
9503106,20,14,34
9503107,1,8,9
9503109,7,12,19
9503110,3,0,3
9503111,0,3,3
9503112,2,2,4
9503113,5,3,8
9503114,34,7,41
9503115,113,7,120
9503116,4,8,12
9503117,3,4,7
9503118,6,7,13
9503120,1,2,3
9503121,142,6,148
9503122,0,9,9
9503123,0,1,1
9503124,1114,10,1124
9503125,5,13,18
9503126,4,1,5
9503127,19,22,41
9503128,1,0,1
9503129,1,9,10
9503130,0,18,18
9503131,0,1,1
9503132,11,3,14
9503133,11,5,16
9503134,13,11,24
9503136,4,0,4
9503137,13,1,14
9503139,1,3,4
9503140,9,1,10
9503141,7,7,14
9503142,8,9,17
9503143,5,7,12
9503144,0,5,5
9503145,2,1,3
9503147,4,0,4
9503148,1,5,6
9503149,15,4,19
9503150,4,4,8
9503152,4,0,4
9503153,1,1,2
9503154,8,8,16
9503155,4,6,10
9503157,48,8,56
9503158,1,10,11
9503159,1,13,14
9503160,3,1,4
9503161,26,15,41
9503162,23,13,36
9503163,144,9,153
9503164,0,6,6
9503165,1,8,9
9503166,0,8,8
9503167,0,9,9
9503168,4,5,9
9503169,0,1,1
9503170,22,10,32
9503171,1,0,1
9503172,4,15,19
9503174,1,6,7
9503175,1,39,40
9503176,3,3,6
9503177,1,0,1
9503178,3,11,14
9503179,138,18,156
9503180,4,0,4
9503181,8,2,10
9503182,62,2,64
9503184,10,1,11
9503185,2,3,5
9503186,34,4,38
9503187,2,2,4
9503188,2,0,2
9503189,1,0,1
9503190,7,7,14
9503191,2,6,8
9503192,3,8,11
9503193,1,3,4
9503194,8,6,14
9503195,2,0,2
9503196,0,1,1
9503197,1,0,1
9503198,5,7,12
9503199,0,4,4
9503200,1,4,5
9503201,21,5,26
9503202,8,4,12
9503203,2,6,8
9503204,12,5,17
9503205,56,11,67
9503206,2,4,6
9503207,89,3,92
9503208,16,9,25
9503209,53,2,55
9503210,2,4,6
9503211,7,10,17
9503212,46,10,56
9503213,2,14,16
9503214,3,0,3
9503215,1,3,4
9503216,1,6,7
9503217,7,8,15
9503218,2,4,6
9503219,1,0,1
9503220,14,2,16
9503221,3,0,3
9503222,17,12,29
9503223,0,1,1
9503224,5,0,5
9503225,17,5,22
9503226,25,12,37
9503227,51,8,59
9503228,14,4,18
9503229,8,30,38
9503230,23,0,23
9503231,2,13,15
9503232,20,9,29
9503233,1,2,3
9503234,4,0,4
9503235,7,3,10
9503236,3,2,5
9503237,4,2,6
9504001,5,10,15
9504002,1,0,1
9504003,1,4,5
9504004,2,9,11
9504005,4,3,7
9504006,145,23,168
9504007,4,12,16
9504008,0,2,2
9504009,3,3,6
9504010,24,14,38
9504011,3,5,8
9504012,5,5,10
9504013,8,3,11
9504014,2,7,9
9504015,11,1,12
9504016,0,3,3
9504017,3,6,9
9504018,19,10,29
9504019,37,8,45
9504020,10,2,12
9504021,1,5,6
9504022,14,13,27
9504023,0,12,12
9504024,5,0,5
9504025,16,2,18
9504026,7,13,20
9504027,142,20,162
9504028,9,0,9
9504029,8,0,8
9504030,9,14,23
9504031,9,4,13
9504032,2,8,10
9504033,17,17,34
9504034,111,9,120
9504035,1,2,3
